rima,unigram,lema
LXXVI,sonrisa,sonrisa
LXXVI,última,último
LXXVI,resplandor,resplandor
LXXVI,divino,divino
LXXVI,guardaba,guardar
LXXVI,rostro,rostro
LXXVI,cielo,cielo
LXXVI,guarda,guardar
LXXVI,sol,sol
LXXVI,muere,morir
LXXVI,rayo,rayo
LXXVI,fugitivo,fugitivo
LXXVI,cabezal,cabezal
LXXVI,piedra,piedra
LXXVI,sentados,sentado
LXXVI,filo,filo
LXXVI,dos,dos
LXXVI,ángeles,ángel
LXXVI,dedo,dedo
LXXVI,labio,labio
LXXVI,imponían,imponer
LXXVI,silencio,silencio
LXXVI,recinto,recinto
LXXVI,parecía,parecer
LXXVI,muerta,muerto
LXXVI,arcos,arco
LXXVI,macizos,macizo
LXXVI,parecía,parecer
LXXVI,dormir,dormir
LXXVI,penumbra,penumbra
LXXVI,sueños,sueño
LXXVI,veía,ver
LXXVI,paraíso,paraíso
LXXVI,acerqué,acerqué
LXXVI,nave,nave
LXXVI,ángulo,ángulo
LXXVI,sombrío,sombrío
LXXVI,callado,callado
LXXVI,paso,paso
LXXVI,llega,llegar
LXXVI,junto,junto
LXXVI,cuna,cuna
LXXVI,duerme,dormir
LXXVI,niño,niño
LXXVI,contemplé,contemplé
LXXVI,momento,momento
LXXVI,aquel,aquel
LXXVI,resplandor,resplandor
LXXVI,tibio,tibio
LXXVI,aquel,aquel
LXXVI,lecho,lecho
LXXVI,piedra,piedra
LXXVI,ofrecía,ofrecer
LXXVI,próximo,próximo
LXXVI,muro,muro
LXXVI,lugar,lugar
LXXVI,vacío,vacío
LXXVI,alma,alma
LXXVI,avivaron,avivar
LXXVI,sed,sed
LXXVI,infinito,infinito
LXXVI,ansia,ansia
LXXVI,vida,vida
LXXVI,muerte,muerte
LXXVI,instante,instante
LXXVI,siglos,siglo
LXXVI,cansado,cansado
LXXVI,combate,combate
LXXVI,luchando,luchar
LXXVI,vivo,vivir
LXXVI,alguna,alguno
LXXVI,vez,vez
LXXVI,acuerdo,acuerdo
LXXVI,envidia,envidia
LXXVI,aquel,aquel
LXXVI,rincón,rincón
LXXVI,oscuro,oscuro
LXXVI,escondido,escondido
LXXVI,aquella,aquel
LXXVI,muda,mudo
LXXVI,pálida,pálido
LXXVI,mujer,mujer
LXXVI,acuerdo,acuerdo
LXXVI,digo,decir
LXXVI,oh,oh
LXXVI,amor,amor
LXXVI,tan,tanto
LXXVI,callado,callado
LXXVI,muerte,muerte
LXXVI,sueño,sueño
LXXVI,sepulcro,sepulcro
LXXVI,tan,tanto
LXXVI,tranquilo,tranquilo
LXXVII,sueño,sueño
LXXVII,vida,vida
LXXVII,sueño,sueño
LXXVII,febril,febril
LXXVII,dura,duro
LXXVII,punto,punto
LXXVII,despierta,despertar
LXXVII,ve,ver
LXXVII,vanidad,vanidad
LXXVII,humo,humo
LXXVII,ojalá,ojalá
LXXVII,sueño,sueño
LXXVII,largo,largo
LXXVII,profundo,profundo
LXXVII,sueño,sueño
LXXVII,durara,durar
LXXVII,muerte,muerte
LXXVII,soñaría,soñar
LXXVII,amor,amor
LXXVIII,podrá,poder
LXXVIII,nublarse,nublar él
LXXVIII,sol,sol
LXXVIII,eternamente,eternamente
LXXVIII,podrá,poder
LXXVIII,secarse,secar él
LXXVIII,instante,instante
LXXVIII,mar,mar
LXXVIII,podrá,poder
LXXVIII,romperse,romper él
LXXVIII,eje,eje
LXXVIII,tierra,tierra
LXXVIII,débil,débil
LXXVIII,cristal,cristal
LXXVIII,sucederá,suceder
LXXVIII,podrá,poder
LXXVIII,muerte,muerte
LXXVIII,cubrirme,cubrir yo
LXXVIII,fúnebre,fúnebre
LXXVIII,crespón,crespón
LXXVIII,jamás,jamás
LXXVIII,podrá,poder
LXXVIII,apagarse,apagar él
LXXVIII,llama,llamar
LXXVIII,amor,amor
LXXIX,vida,vida
LXXIX,erial,erial
LXXIX,flor,flor
LXXIX,toco,tocar
LXXIX,deshoja,deshojar
LXXIX,camino,camino
LXXIX,fatal,fatal
LXXIX,alguien,alguien
LXXIX,va,ir
LXXIX,sembrando,sembrar
LXXIX,mal,mal
LXXIX,recoja,recojar
LXXX,patriarcas,patriarca
LXXX,semilla,semilla
LXXX,árbol,árbol
LXXX,fe,fe
LXXX,siglos,siglo
LXXX,remotos,remoto
LXXX,vencedor,vencedor
LXXX,divino,divino
LXXX,muerte,muerte
LXXX,rogadle,rogadlir
LXXX,profetas,profeta
LXXX,rasgasteis,rasgastei
LXXX,inspirados,inspirado
LXXX,porvenir,porvenir
LXXX,velo,velo
LXXX,misterioso,misterioso
LXXX,sacó,sacar
LXXX,luz,luz
LXXX,tinieblas,tiniebla
LXXX,rogadle,rogadlir
LXXX,almas,alma
LXXX,cándidas,cándido
LXXX,santos,santo
LXXX,inocentes,inocente
LXXX,aumentáis,aumentái
LXXX,ángeles,ángel
LXXX,coro,coro
LXXX,llamo,llamar
LXXX,niños,niño
LXXX,lado,lado
LXXX,rogadle,rogadlir
LXXX,apóstoles,apóstol
LXXX,echasteis,echasteis
LXXX,mundo,mundo
LXXX,iglesia,iglesia
LXXX,cimiento,cimiento
LXXX,poderoso,poderoso
LXXX,verdad,verdad
LXXX,depositario,depositario
LXXX,rogadle,rogadlir
LXXX,mártires,mártir
LXXX,ganasteis,ganastei
LXXX,palma,palma
LXXX,arena,arena
LXXX,circo,circo
LXXX,sangre,sangre
LXXX,rojo,rojo
LXXX,dio,dar
LXXX,fortaleza,fortaleza
LXXX,combates,combate
LXXX,rogadle,rogadlir
LXXX,vírgenes,vírgén
LXXX,semejantes,semejante
LXXX,azucenas,azucena
LXXX,venado,venado
LXXX,vistió,vestir
LXXX,nieve,nieve
LXXX,oro,oro
LXXX,fuente,fuente
LXXX,vida,vida
LXXX,hermosura,hermosura
LXXX,rogadle,rogadlir
LXXX,monjes,monje
LXXX,vida,vida
LXXX,combate,combate
LXXX,pedisteis,pedisteis
LXXX,paz,paz
LXXX,claustro,claustro
LXXX,silencioso,silencioso
LXXX,iris,iris
LXXX,calma,calma
LXXX,tormentas,tormenta
LXXX,rogadle,rogadlir
LXXX,doctores,doctor
LXXX,cuyas,cuyo
LXXX,plumas,pluma
LXXX,legaron,legar
LXXX,virtud,virtud
LXXX,saber,saber
LXXX,rico,rico
LXXX,tesoro,tesoro
LXXX,raudal,raudal
LXXX,ciencia,ciencia
LXXX,inextinguible,inextinguible
LXXX,rogadle,rogadlir
LXXX,soldados,soldado
LXXX,ejercito,ejercito
LXXX,cristo,cristo
LXXX,santas,santa
LXXX,santos,santo
LXXX,rogadle,rogadlir
LXXX,perdone,perdonar
LXXX,culpas,culpa
LXXX,aquel,aquel
LXXX,vive,vivir
LXXX,reina,reina
LXXXI,dices,diz
LXXXI,corazón,corazón
LXXXI,solo,solo
LXXXI,dices,diz
LXXXI,sientes,sient
LXXXI,latidos,latido
LXXXI,corazón,corazón
LXXXI,máquina,máquina
LXXXI,compás,compás
LXXXI,mueve,mover
LXXXI,hace,hacer
LXXXI,ruido,ruido
LXXXII,fingiendo,fingir
LXXXII,realidades,realidad
LXXXII,sombra,sombra
LXXXII,vana,vano
LXXXII,delante,delante
LXXXII,deseo,desear
LXXXII,va,ir
LXXXII,esperanza,esperanza
LXXXII,mentiras,mentira
LXXXII,fénix,fénix
LXXXII,renacen,renacer
LXXXII,cenizas,ceniza
LXXXIII,mujer,mujer
LXXXIII,envenenado,envenenado
LXXXIII,alma,alma
LXXXIII,mujer,mujer
LXXXIII,envenenado,envenenado
LXXXIII,cuerpo,cuerpo
LXXXIII,ninguna,ninguno
LXXXIII,dos,dos
LXXXIII,vino,venir
LXXXIII,buscarme,buscarme
LXXXIII,ninguna,ninguno
LXXXIII,dos,dos
LXXXIII,quejo,quejo
LXXXIII,mundo,mundo
LXXXIII,redondo,redondo
LXXXIII,mundo,mundo
LXXXIII,rueda,rodar
LXXXIII,si,si
LXXXIII,mañana,mañana
LXXXIII,rodando,rodar
LXXXIII,veneno,veneno
LXXXIII,envenena,envenenar
LXXXIII,vez,vez
LXXXIII,acusarme,acusar yo
LXXXIII,puedo,poder
LXXXIII,dar,dar
LXXXIII,mas,mas
LXXXIII,dieron,dar
LXXXIV,casta,casta
LXXXIV,voz,voz
LXXXIV,aliento,aliento
LXXXIV,flores,flor
LXXXIV,voz,voz
LXXXIV,cisnes,cisn
LXXXIV,armonía,armonir
LXXXIV,mirada,mirada
LXXXIV,esplendor,esplendor
LXXXIV,día,día
LXXXIV,color,color
LXXXIV,rosa,rosa
LXXXIV,color,color
LXXXIV,prestas,presta
LXXXIV,nueva,nuevo
LXXXIV,vida,vida
LXXXIV,esperanza,esperanza
LXXXIV,corazón,corazón
LXXXIV,amor,amor
LXXXIV,muerto,muerto
LXXXIV,creces,creces
LXXXIV,vida,vida
LXXXIV,desierto,desierto
LXXXIV,crece,crecer
LXXXIV,páramo,páramo
LXXXIV,flor,flor
LXXXV,elisa,elisa
LXXXV,leas,lea
LXXXV,ojos,ojo
LXXXV,grises,gris
LXXXV,cantes,cant
LXXXV,clara,claro
LXXXV,voz,voz
LXXXV,llenen,llenir
LXXXV,emoción,emoción
LXXXV,pecho,pecho
LXXXV,hice,hacer
LXXXV,versos,verso
LXXXV,encuentres,encuentr
LXXXV,pecho,pecho
LXXXV,asilo,asilo
LXXXV,des,d
LXXXV,juventud,juventud
LXXXV,vida,vida
LXXXV,calor,calor
LXXXV,tres,tres
LXXXV,cosas,cosa
LXXXV,puedo,poder
LXXXV,darles,dar él
LXXXV,hice,hacer
LXXXV,versos,verso
LXXXV,hacerte,hacerte
LXXXV,gozar,gozar
LXXXV,alegría,alegría
LXXXV,sufras,sufra
LXXXV,dolor,dolor
LXXXV,sientas,sienta
LXXXV,palpitar,palpitar
LXXXV,vida,vida
LXXXV,hice,hacer
LXXXV,versos,verso
LXXXV,poder,poder
LXXXV,poner,poner
LXXXV,plantas,planta
LXXXV,ofrenda,ofrendir
LXXXV,vida,vida
LXXXV,amor,amor
LXXXV,alma,alma
LXXXV,sueños,sueño
LXXXV,rotos,roto
LXXXV,risas,risa
LXXXV,lágrimas,lágrima
LXXXV,hice,hacer
LXXXV,versos,verso
LXXXVI,flores,flor
LXXXVI,tronchadas,tronchada
LXXXVI,marchitas,marchita
LXXXVI,hojas,hoja
LXXXVI,arrastra,arrastrar
LXXXVI,viento,viento
LXXXVI,espacios,espacio
LXXXVI,tristes,trist
LXXXVI,gemidos.repite,gemidos.repite
LXXXVI,eco,eco
LXXXVI,nieblas,niebla
LXXXVI,pasado,pasado
LXXXVI,regiones,región
LXXXVI,pensamiento,pensamiento
LXXXVI,gemidos,gemido
LXXXVI,tristes,trist
LXXXVI,marchitas,marchita
LXXXVI,galas,gala
LXXXVI,recuerdos,recuerdo
LXXXVII,alba,alba
LXXXVII,sombra,sombra
LXXXVII,sonrisa,sonrisa
LXXXVII,rayo,rayo
LXXXVII,ojos,ojo
LXXXVII,luz,luz
LXXXVII,día,día
LXXXVII,alma,alma
LXXXVII,noche,noche
LXXXVII,invierno,invierno
LXXXVII,negra,negro
LXXXVII,helada,helado
LXXXVIII,errante,errante
LXXXVIII,mundo,mundo
LXXXVIII,gritando,gritar
LXXXVIII,gloria,gloria
LXXXVIII,dónde,dónde
LXXXVIII,voz,voz
LXXXVIII,misteriosa,misterioso
LXXXVIII,contestóme,contestóme
LXXXVIII,allá,allá
LXXXVIII,allá,allá
LXXXVIII,pos,pos
LXXXVIII,perseguí,perseguí
LXXXVIII,camino,camino
LXXXVIII,voz,voz
LXXXVIII,marcó,marcar
LXXXVIII,halléla,hallélar
LXXXVIII,fin,fin
LXXXVIII,aquel,aquel
LXXXVIII,instante,instante
LXXXVIII,humo,humo
LXXXVIII,troncó,troncar
LXXXVIII,humo,humo
LXXXVIII,formado,formado
LXXXVIII,denso,denso
LXXXVIII,velo,velo
LXXXVIII,empezó,empezar
LXXXVIII,remontar,remontar
LXXXVIII,penetrando,penetrar
LXXXVIII,azulada,azulado
LXXXVIII,esfera,esfera
LXXXVIII,cielo,cielo
LXXXVIII,parar,parar
LXXXIX,negros,negro
LXXXIX,fantasmas,fantasma
LXXXIX,nubes,nube
LXXXIX,sombrías,sombría
LXXXIX,huyen,huir
LXXXIX,destello,destello
LXXXIX,luz,luz
LXXXIX,divina,divino
LXXXIX,luz,luz
LXXXIX,santa,santa
LXXXIX,niña,niña
LXXXIX,negros,negro
LXXXIX,ojos,ojo
LXXXIX,esperanza,esperanza
LXXXIX,calor,calor
LXXXIX,rayos,rayo
LXXXIX,fe,fe
LXXXIX,gigante,gigante
LXXXIX,desdenes,desdén
LXXXIX,lucha,lucha
LXXXIX,amenguarse,amenguar él
LXXXIX,empeño,empeño
LXXXIX,si,si
LXXXIX,grande,grande
LXXXIX,martirio,martirio
LXXXIX,mayor,mayor
LXXXIX,premio,premio
LXXXIX,si,si
LXXXIX,aún,aún
LXXXIX,muestras,muestra
LXXXIX,esquiva,esquivo
LXXXIX,alma,alma
LXXXIX,nieve,nieve
LXXXIX,si,si
LXXXIX,aún,aún
LXXXIX,quisieras,quisieras
LXXXIX,quererte,quererte
LXXXIX,amor,amor
LXXXIX,roca,rocar
LXXXIX,estrellan,estrellar
LXXXIX,tímidas,tímido
LXXXIX,mal,mal
LXXXIX,olas,ola
XC,rayo,rayo
XC,dulce,dulce
XC,brisa,brisar
XC,lágrima,lágrimir
XC,ardiente,ardiente
XC,fresca,fresco
XC,sonrisa,sonrisa
XC,flor,flor
XC,peregrina,peregrinar
XC,rama,rama
XC,tronchada,tronchado
XC,vibra,vibrar
XC,flecha,flecha
XC,acerada,acerado
XC,esencia,esencia
XC,flores,flor
XC,mil,mil
XC,perfumes,perfume
XC,suaves,suave
XC,vapores,vapor
XC,fragancia,fraganciar
XC,fascinadora,fascinadorar
XC,trastorna,trastornar
XC,alma,alma
XC,adora,adorar
XC,aromas,aroma
XC,doquier,doquier
XC,prodigo,prodigo
XC,horrible,horrible
XC,dolor,dolor
XC,mitigo,mitigar
XC,grato,grato
XC,dulce,dulce
XC,tierno,tierno
XC,delirio,delirio
XC,cambio,cambio
XC,duro,duro
XC,crüel,crüel
XC,martirio,martirio
XC,ah,ah
XC,encadeno,encadeno
XC,corazones,corazón
XC,flores,flor
XC,eslabones,eslabón
XC,navego,navego
XC,mares,mar
XC,voy,ir
XC,viento,viento
XC,alejo,alejo
XC,pesares,pesar
XC,pensamiento,pensamiento
XC,dicha,dicho
XC,pena,pena
XC,reparto,reparto
XC,mortales,mortal
XC,faz,faz
XC,serena,serén
XC,poder,poder
XC,terrible,terrible
XC,antojos,antojo
XC,brota,brota
XC,sonrisas,sonrisa
XC,brota,brota
XC,enojos,enojo
XC,poder,poder
XC,abrasa,abrasa
XC,alma,alma
XC,helada,helado
XC,si,si
XC,airado,airado
XC,vibro,vibro
XC,flecha,flecha
XC,acerada,acerado
XC,doy,dar
XC,dulces,dulce
XC,sonrisas,sonrisa
XC,hermosas,hermosa
XC,coloro,coloro
XC,mejillas,mejilla
XC,nieve,nieve
XC,rosas,rosa
XC,humedezco,humedecer
XC,labios,labio
XC,miradas,mirada
XC,hago,hacer
XC,prometer,prometer
XC,dichas,dicho
XC,imaginadas,imaginado
XC,hago,hacer
XC,amable,amable
XC,reposo,reposo
XC,grato,grato
XC,halagüeño,halagüeño
XC,alejo,alejo
XC,seres,ser
XC,dulce,dulce
XC,sueño,sueño
XC,poderío,poderío
XC,rinde,rendir
XC,homenaje,homenaje
XC,corona,corona
XC,dan,dar
XC,vasallaje,vasallaje
XC,amor,amor
XC,rey,rey
XC,mundo,mundo
XC,niña,niña
XC,tirana,tirán
XC,ámame,ámame
XC,reina,reina
XC,mañana,mañana
XCI,sentido,sentido
XCI,noche,noche
XCI,reina,reina
XCI,sombra,sombra
XCI,voz,voz
XCI,apagada,apagado
XCI,canta,cantar
XCI,inmensa,inmenso
XCI,tristeza,tristeza
XCI,llora,llorar
XCI,sentiste,sentiste
XCI,oído,oer
XCI,virgen,virgen
XCI,silentes,silent
XCI,trágicas,trágico
XCI,notas,nota
XCI,dedos,dedo
XCI,muerto,muerto
XCI,arrancaban,arrancar
XCI,lira,lirar
XCI,rota,rota
XCI,sentiste,sentiste
XCI,lágrima,lágrimir
XCI,deslizarse,deslizar él
XCI,boca,bocar
XCI,sentiste,sentiste
XCI,mano,mano
XCI,nieve,nieve
XCI,estrechar,estrechar
XCI,rosa,rosa
XCI,viste,ver
XCI,sueños,sueño
XCI,aire,aire
XCI,vagar,vagar
XCI,sombra,sombra
XCI,sintieron,sentir
XCI,labios,labio
XCI,beso,beso
XCI,estalló,estallar
XCI,misterioso,misterioso
XCI,alcoba,alcobar
XCI,pues,pues
XCI,juro,juro
XCI,vida,vida
XCI,vi,ver
XCI,brazos,brazo
XCI,miedosa,miedoso
XCI,sentí,sentir
XCI,aliento,aliento
XCI,jazmín,jazmín
XCI,nardo,nardo
XCI,boca,bocar
XCI,pegada,pegado
XCI,boca,bocar
XCII,apoyando,apoyar
XCII,frente,frente
XCII,calurosa,caluroso
XCII,frío,frío
XCII,cristal,cristal
XCII,ventana,ventana
XCII,silencio,silencio
XCII,oscura,oscuro
XCII,noche,noche
XCII,balcón,balcón
XCII,ojos,ojo
XCII,apartaba,apartar
XCII,medio,medio
XCII,sombra,sombra
XCII,misteriosa,misterioso
XCII,vidriera,vidreír
XCII,lucía,lucir
XCII,iluminada,iluminado
XCII,dejando,dejar
XCII,vista,visto
XCII,penetrase,penetrar
XCII,puro,puro
XCII,santuario,santuario
XCII,estancia,estancia
XCII,pálido,pálido
XCII,mármol,mármol
XCII,semblante,semblante
XCII,blonda,blonda
XCII,cabellera,cabellera
XCII,destrenzada,destrenzado
XCII,acariciando,acariciar
XCII,sedosas,sedosa
XCII,ondas,onda
XCII,hombros,hombro
XCII,alabastro,alabastro
XCII,garganta,gargantar
XCII,ojos,ojo
XCII,veían,ver
XCII,ojos,ojo
XCII,verla,ver él
XCII,tan,tanto
XCII,hermosa,hermoso
XCII,turbaban,turbar
XCII,mirábase,mirábase
XCII,espejo,espejo
XCII,dulcemente,dulcemente
XCII,sonreía,sonreir
XCII,bella,bello
XCII,imagen,imagen
XCII,lánguida,lánguido
XCII,mudas,muda
XCII,lisonjas,lisonja
XCII,espejo,espejo
XCII,beso,beso
XCII,dulcísimo,dulcísimo
XCII,pagaba,pagar
XCII,mas,mas
XCII,luz,luz
XCII,apagó,apagar
XCII,visión,visión
XCII,pura,puro
XCII,desvanecióse,desvanecióse
XCII,sombra,sombra
XCII,vana,vano
XCII,dormido,dormido
XCII,quedé,quedar
XCII,dándome,dándome
XCII,celos,ce él
XCII,cristal,cristal
XCII,boca,bocar
XCII,acariciara,acariciar
XCIII,si,si
XCIII,copia,copia
XCIII,frente,frente
XCIII,río,río
XCIII,cercano,cercano
XCIII,pura,puro
XCIII,corriente,corriente
XCIII,miras,mira
XCIII,rostro,rostro
XCIII,amor,amor
XCIII,encendido,encendido
XCIII,escondo,escondo
XCIII,agua,agua
XCIII,fondo,fondo
XCIII,loco,loco
XCIII,amores,amor
XCIII,amar,amar
XCIII,convido,convido
XCIII,pecho,pecho
XCIII,buscada,buscado
XCIII,morada,morado
XCIII,envío,envío
XCIII,ojos,ojo
XCIII,ardiente,ardiente
XCIII,mirada,mirada
XCIII,blanca,blanco
XCIII,divina,divino
XCIII,fuego,fuego
XCIII,siento,sentir
XCIII,faz,faz
XCIII,ilumina,iluminar
XCIII,si,si
XCIII,medio,medio
XCIII,valle,valle
XCIII,tardo,tardo
XCIII,trueca,trueca
XCIII,amor,amor
XCIII,animado,animado
XCIII,vacila,vacilar
XCIII,planta,planta
XCIII,pliega,pliega
XCIII,talle,talle
XCIII,dueño,dueño
XCIII,amado,amado
XCIII,vistos,visto
XCIII,lazos,lazo
XCIII,amor,amor
XCIII,anhelante,anhelante
XCIII,estrecho,estrecho
XCIII,brazos,brazo
XCIII,teje,tejar
XCIII,alfombra,alfombrar
XCIII,florida,florida
XCIII,vuelve,volver
XCIII,cuerpo,cuerpo
XCIII,fuerza,fuerza
XCIII,vida,vida
XCIII,sigo,seguir
XCIII,alas,ala
XCIII,viento,viento
XCIII,soñando,soñar
XCIII,contigo,tú
XCIII,si,si
XCIII,lecho,lecho
XCIII,escuchas,escucha
XCIII,acaso,acaso
XCIII,celeste,celestar
XCIII,armonía,armonir
XCIII,llena,lleno
XCIII,goces,goz
XCIII,cándido,cándido
XCIII,pecho,pecho
XCIII,vida,vida
XCIII,levanto,levanto
XCIII,cielo,cielo
XCIII,tranquilo,tranquilo
XCIII,férvido,férvido
XCIII,canto,canto
XCIII,aires,aires
XCIII,cruzando,cruzar
XCIII,ligero,ligero
XCIII,ignorado,ignorado
XCIII,movible,movible
XCIII,sendero,senderir
XCIII,ansioso,ansioso
XCIII,calma,calma
XCIII,sediento,sediento
XCIII,amores,amor
XCIII,penetro,penetro
XCIII,alma,alma
XCIV,quién,quién
XCIV,luna,luna
XCIV,quién,quién
XCIV,brisa,brisar
XCIV,quién,quién
XCIV,sol,sol
XCIV,quién,quién
XCIV,crepúsculo,crepúsculo
XCIV,hora,hora
XCIV,quién,quién
XCIV,instante,instante
XCIV,oración,oración
XCIV,quién,quién
XCIV,parte,parte
XCIV,plegaria,plegario
XCIV,solitaria,solitaria
XCIV,mandas,manda
XCIV,dios,dios
XCIV,quién,quién
XCIV,luna,luna
XCIV,quién,quién
XCIV,brisa,brisar
XCIV,quién,quién
XCIV,sol,sol
XCV,acogí,acogí
XCV,perdido,perdido
XCV,nauta,nauto
XCV,mujer,mujer
XCV,pedirle,pedir él
XCV,amor,amor
XCV,amor,amor
XCV,cansancio,cansancio
XCV,sentidos,sentido
XCV,hielo,hielo
XCV,corazón,corazón
XCV,quedé,quedar
XCV,vida,vida
XCV,carrera,carrera
XCV,mundo,mundo
XCV,esperanza,esperanza
XCV,ayer,ayer
XCV,pobló,poblar
XCV,queda,quedar
XCV,viandante,viandante
XCV,desierto,desierto
XCV,solas,solo
XCV,dios,dios
XCVI,encontrar,encontrar
XCVI,rostro,rostro
XCVI,miraba,mirar
XCVI,cielo,cielo
XCVI,bien,bien
XCVI,imagen,imagen
XCVI,halle,halle
XCVI,suelo,suelo
XCVI,si,si
XCVI,allí,allí
XCVI,vino,venir
XCVI,buscaba,buscar
XCVI,origen,origen
XCVI,desvarío,desvarío
XCVII,quejas,queja
XCVII,piano,piano
XCVII,intervalos,intervalo
XCVII,desprendidas,desprendida
XCVII,sirenas,sirena
XCVII,adormecidas,adormecido
XCVII,evoca,evocar
XCVII,blanca,blanco
XCVII,mano,mano
XCVII,esparcen,esparcir
XCVII,aire,aire
XCVII,vano,vano
XCVII,melancólico,melancólico
XCVII,pues,pues
XCVII,oculta,ocultar
XCVII,mansión,mansión
XCVII,pasión,pasión
XCVII,esconde,esconder
XCVII,cada,cada
XCVII,nota,nota
XCVII,responde,responder
XCVII,eco,eco
XCVII,corazón,corazón
XCVIII,nave,nave
XCVIII,surca,surcar
XCVIII,mares,mar
XCVIII,empuja,empuja
XCVIII,vendaval,vendaval
XCVIII,acaricia,acaricia
XCVIII,espuma,espuma
XCVIII,hombres,hombre
XCVIII,vida,vida
XCVIII,puerto,puerto
XCVIII,eternidad,eternidad
